1.867,1.1533,1.0507,0.0679
1.867,1.1533,1.0507,0.0679
1.867,1.1533,1.0507,0.0679
1.867,1.1533,1.0507,0.0679
1.867,1.1533,1.0507,0.0679
1.867,1.1533,1.0507,0.0679
1.867,1.1533,1.0507,0.0679
1.8819,1.1633,1.0595,0.0621
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8821,1.1634,1.0596,0.062
1.8743,1.1599,1.054,0.0659
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8734,1.1596,1.0534,0.0664
1.8747,1.1601,1.0544,0.0657
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8754,1.1604,1.0549,0.0653
1.8775,1.1614,1.0563,0.0643
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8782,1.1617,1.0568,0.064
1.8799,1.1624,1.058,0.0631
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8806,1.1629,1.0585,0.0629
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8846,1.1647,1.0614,0.0609
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8822,1.1637,1.0596,0.0621
1.8802,1.1628,1.0582,0.0631
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.88,1.1626,1.058,0.0631
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8799,1.1626,1.058,0.0632
1.8662,1.1566,1.0482,0.0702
